,_id,address,area,buildTime,code,label,money,orientation,position,priceUnit,room,size,title,zone
24,5a2228f2b4f701301cc8c645,四季绿城,高境,2009,sh4587802,"满五,有钥匙,",510,,低区/14层,56515,2室2厅,90.24,客厅朝南，客厅带阳台，低楼层，满5年,宝山
25,5a2228f2b4f701301cc8c646,保利叶语（公寓）（二期）,顾村,2013,sh4570112,"距离7号线顾村公园站738米,满二,有钥匙,",510,朝南,高区/17层,57908,2室2厅,88.07,厨卫全明，带飘窗，出行方便，高区阳光房,宝山
26,5a2228f2b4f701301cc8c647,浦江东旭公寓,金桥,2009,sh4570095,"距离6号线东靖路站413米,满二,有钥匙,",410,朝东南,低区/18层,50362,3室1厅,81.41,卧室带阳台，卧室全南，交通便利，低楼层,浦东
27,5a2228f2b4f701301cc8c648,康桥月苑,康桥,2009,sh4545245,"满五,有钥匙,",320,朝南北,低区/6层,44481,2室1厅,71.94,房型正气，客厅朝南，上下楼方便，毛坯房,浦东
28,5a2228f2b4f701301cc8c649,阳光威尼斯（三期）,真光,2006,sh4616763,"满五,有钥匙,",510,朝东南,低区/26层,45519,3室2厅,112.04,厨卫全明，带飘窗，低区出入方便，简单装修,普陀
29,5a2228f2b4f701301cc8c64a,茉莉雅苑,泗泾,2012,sh4407009,"满五,有钥匙,",225,朝南,低区/13层,31280,2室1厅,71.93,厨卫全明，客厅朝南，低区出入方便，毛坯房,松江
30,5a2228f2b4f701301cc8c64b,世和园,中原,2003,sh4570057,"距离8号线嫩江路站812米,满二,有钥匙,",355,朝南,低区/17层,65887,1室1厅,53.88,厨卫全明，卧室全南，地铁直达，上下楼方便,杨浦
31,5a2228f2b4f701301cc8c64c,江南新村（徐汇）,斜土路,,sh4569676,"距离4号线大木桥路站162米,满二,有钥匙,",305,朝南北,中区/5层,65296,2室1厅,46.71,南北通，卧室带阳台，地铁房，光线充足,徐汇
32,5a2228f2b4f701301cc8c64d,飞虹路1047弄,周家嘴路,1983,sh4569674,"距离8号线鞍山新村站762米,满二,有钥匙,",313,朝南,高区/6层,65908,2室0厅,47.49,厨卫全明，卧室带阳台，地铁沿线，视野开阔,杨浦
33,5a2228f2b4f701301cc8c64e,上川路1468弄,曹路,1995,sh4376222,"满五,有钥匙,",340,朝南北,低区/6层,36051,3室2厅,94.31,南北直通，厨卫全明，低楼层，装修精致,浦东
34,5a2228f2b4f701301cc8c64f,罗城小区,上海南站,1997,sh4599490,"距离1号线上海南站站784米,有钥匙,",320,朝南,中区/6层,64438,1室1厅,49.66,厨卫全明，卧室全南，出行方便，黄金楼层,徐汇
35,5a2228f2b4f701301cc8c650,东安四村,徐家汇,1978,sh4575506,"距离12号线龙华中路站604米,有钥匙,",320,朝南,高区/6层,81528,1室1厅,39.25,厨卫全明，卧室带阳台，地铁沿线，视野开阔,徐汇
36,5a2228f2b4f701301cc8c651,绿洲康城亲水湾（中央区）,御桥,2007,sh4569585,"距离11号线罗山路站863米,满二,有钥匙,",498,朝南北,低区/14层,53808,2室2厅,92.55,南北通，厨卫全明，交通便利，上下楼方便,浦东
37,5a2228f2b4f701301cc8c652,世茂滨江花园,陆家嘴,,sh4567689,"距离9号线商城路站997米,满二,有钥匙,",1850,朝西南,中区/61层,89779,3室2厅,206.06,地铁沿线，楼层好，装修精美，满二年,浦东
38,5a2228f2b4f701301cc8c653,真如西村,真如,1983,sh4567332,"距离11号线真如站904米,满二,有钥匙,",240,朝南,中区/6层,60120,1室1厅,39.92,厨卫全明，卧室带阳台，地铁房，楼层好,普陀
39,5a2228f2b4f701301cc8c654,新湖云庭,斜土路,2005,sh4811125,"距离4号线大木桥路站334米,满五,",670,朝东,低区/23层,80422,2室2厅,83.31,厨卫全明，地铁沿线，低区出入方便，简单装修,徐汇
40,5a2228f2b4f701301cc8c655,新长征花苑,长征,1997,sh4811097,"距离13号线祁连山南路站611米,满五,",388,朝南,中区/6层,60672,2室1厅,63.95,厨卫全明，卧室全南，出行方便，楼层好,普陀
41,5a2228f2b4f701301cc8c656,祁连二村,上大,1994,sh4567080,"距离7号线上海大学站847米,满二,有钥匙,",240,朝南北,高区/6层,47040,1室1厅,51.02,稀罕南北通，卧室带阳台，交通方便，视野开阔,宝山
42,5a2228f2b4f701301cc8c657,兰沁苑,张江,2003,sh4565861,"距离2号线广兰路站608米,满二,有钥匙,",540,朝南北,中区/6层,58900,2室2厅,91.68,南北户型，带落地窗，交通方便，楼层好,浦东
43,5a2228f2b4f701301cc8c658,天虹苑,金杨,2003,sh4565192,"距离6号线德平路站432米,满二,有钥匙,",860,朝南,低区/18层,66143,3室2厅,130.02,稀罕南北通，客厅朝南，出行方便，低区出入方便,浦东
44,5a2228f2b4f701301cc8c659,肇周路417号,老西门,1980,sh2114098,"距离9号线陆家浜路站397米,有钥匙,",530,,高区/6层,79831,3室1厅,66.39,厨卫全明，卧室带阳台，地铁直达，采光好,黄浦
45,5a2228f2b4f701301cc8c65a,曲阳新村,鲁迅公园,1994,sh4564181,"距离8号线曲阳路站342米,满五,",620,朝南,中区/6层,73121,3室1厅,84.79,厨卫全明，卧室带阳台，地铁直达，光线充足,虹口
46,5a2228f2b4f701301cc8c65b,蒙西小区，,五里桥,1996,sh4560656,"距离9号线马当路站256米,满五,",328,朝西,中区/7层,98646,1室0厅,33.25,交通方便，光线充足，品质装修，房本满五年,黄浦
47,5a2228f2b4f701301cc8c65c,龙湖郦城,嘉定新城,2011,sh4564161,"距离11号线嘉定新城站561米,满二,有钥匙,",700,朝南北,高区/29层,40000,4室2厅,175.0,稀罕南北通，客厅朝南，地铁直达，高区景观好,嘉定
48,5a2228f2b4f701301cc8c65d,临沂六村,南码头,1991,sh4563925,"距离6号线临沂新村站468米,满二,有钥匙,",215,朝南,高区/6层,53442,1室1厅,40.23,厨卫全明，卧室带阳台，交通便利，采光好,浦东
49,5a2228f2b4f701301cc8c65e,锦翔大楼,桃浦,1995,sh4563364,"距离11号线桃浦新村站913米,满二,有钥匙,",210,朝南,中区/18层,44294,1室0厅,47.41,厨卫全明，卧室带阳台，地铁直达，光线充足,普陀
50,5a2228f2b4f701301cc8c65f,绿厦小区,西藏北路,1982,sh4541829,"距离8号线中兴路站434米,满五,",460,朝南,中区/9层,74097,2室1厅,62.08,卧室全南，交通便利，光线充足，装修精美,闸北
51,5a2228f2b4f701301cc8c660,上海未来,金杨,2005,sh4419937,"距离6号线云山路站303米,满五,",865,朝南,低区/7层,85121,2室2厅,101.62,厨卫全明，带飘窗，出行方便，低区出入方便,浦东
52,5a2228f2b4f701301cc8c661,新凯城香樟苑,泗泾,2011,sh4561609,"距离9号线佘山站836米,满二,有钥匙,",235,,低区/12层,33812,2室1厅,69.5,厨卫全明，卧室带阳台，交通方便，低区出入方便,松江
53,5a2228f2b4f701301cc8c662,远洋香奈,杨行,2014,sh4561240,"距离1号线富锦路站386米,满二,有钥匙,",480,朝南,低区/18层,28898,2室2厅,166.1,卧室带阳台，客厅朝南，地铁房，上下楼方便,宝山
54,5a2228f2b4f701301cc8c663,赤峰小区,曲阳,1990,sh4406191,"距离8号线曲阳路站782米,满五,",490,朝东南,低区/24层,57023,2室1厅,85.93,厨卫全明，卧室带阳台，出行方便，低楼层,虹口
55,5a2228f2b4f701301cc8c664,上海绿城,杨东,2005,sh4330531,"距离4号线蓝村路站843米,满五,",1120,朝南北,低区/13层,89164,3室2厅,125.61,南北通透，交通便利，低楼层，品质装修,浦东
56,5a2228f2b4f701301cc8c665,科宁公寓,中山公园,1991,sh4229837,"距离3号线中山公园站538米,满五,",330,朝西南,中区/24层,75497,1室0厅,43.71,厨卫全明，卧室带阳台，地铁房，楼层好,长宁
57,5a2228f2b4f701301cc8c666,保利叶语（别墅）,顾村,2013,sh4560299,"距离7号线顾村公园站859米,满二,有钥匙,",1350,(进门) 东西,地上1层,56971,4室3厅,236.96,交通方便，毛坯房，满二减税，钥匙在手,宝山
58,5a2228f2b4f701301cc8c667,浦发御园,三林,2013,sh4560162,"距离11号线浦三路站602米,满二,有钥匙,",580,朝南北,中区/12层,74235,2室2厅,78.13,稀罕南北通，客厅朝南，地铁直达，好楼层,浦东
59,5a2228f2b4f701301cc8c668,远洋7号,罗店,2013,sh4559969,"距离7号线美兰湖站424米,满二,有钥匙,",435,朝南北,高区/11层,42077,3室2厅,103.38,稀缺南北通，客厅朝南，出行方便，视野开阔,宝山
60,5a22290eb4f701301cc8c669,金塔新村,颛桥,1994,sh4815035,"距离5号线北桥站750米,满五,有钥匙,",245,朝南北,中区/6层,39087,2室1厅,62.68,房型正气，地铁沿线，楼层好，装修精美,闵行
61,5a22290eb4f701301cc8c66a,金鹏苑,金桥,1997,sh4814914,"距离6号线金桥路站812米,满五,有钥匙,",405,朝南北,低区/6层,65597,2室2厅,61.74,南北户型，厨卫全明，地铁沿线，低楼层,浦东
62,5a22290eb4f701301cc8c66b,宏凯公寓,鲁迅公园,1998,sh4814826,"距离8号线虹口足球场站610米,满五,有钥匙,",610,,高区/25层,62583,2室2厅,97.47,卧室带阳台，卧室全南，地铁直达，采光无遮挡,虹口
63,5a22290eb4f701301cc8c66c,银都新村(1至7区),颛桥,1995,sh4814429,"距离5号线银都路站869米,满五,有钥匙,",210,朝南,低区/6层,49191,1室1厅,42.69,厨卫全明，卧室全南，地铁沿线，低区出入方便,闵行
64,5a22290eb4f701301cc8c66d,新梅花苑,古美,1995,sh4814327,"距离1号线外环路站738米,满五,有钥匙,",325,朝南北,高区/6层,55206,2室1厅,58.87,南北户型，交通便利，高区景观房，省装修费,闵行
65,5a22290eb4f701301cc8c66e,金禾新苑,三林,2006,sh4814290,"距离11号线三林东站589米,满五,有钥匙,",440,朝南,中区/11层,61111,2室1厅,72.0,带飘窗，客厅朝南，地铁直达，好楼层,浦东
66,5a22290eb4f701301cc8c66f,远中风华园（公寓）,南京西路,2007,sh4813964,"距离13号线自然博物馆站656米,满五,有钥匙,",2000,朝南北,低区/20层,125659,3室2厅,159.16,南北通透，交通便利，低区出入方便，精装修,静安
67,5a22290eb4f701301cc8c670,锦三角花园（公寓）,北蔡,2002,sh4813707,"距离7号线锦绣路站245米,满五,有钥匙,",960,朝南北,高区/11层,71195,3室2厅,134.84,南北直通，地铁房，高区采光好，装修精美,浦东
68,5a22290eb4f701301cc8c671,新丰小区,江宁路,1990,sh4813675,"距离7号线长寿路站337米,满五,有钥匙,",345,朝南,中区/7层,81695,1室0厅,42.23,卧室带阳台，卧室全南，地铁沿线，好楼层,静安
69,5a22290eb4f701301cc8c672,振华大楼,人民广场,1988,sh4812367,"距离1号线黄陂南路站679米,满五,有钥匙,",550,朝南北,高区/20层,85086,2室1厅,64.64,南北通，卧室带阳台，地铁房，高区景观好,黄浦
70,5a22290eb4f701301cc8c673,万峰梦湖苑,凉城,2003,sh4812193,"距离1号线上海马戏城站932米,满五,有钥匙,",718,,低区/6层,67691,3室2厅,106.07,厨卫全明，卧室带阳台，交通便利，低楼层,虹口
71,5a22290eb4f701301cc8c674,控江路1525弄,周家嘴路,1993,sh4806343,"距离8号线江浦路站295米,满五,有钥匙,",270,朝南,高区/7层,68371,1室1厅,39.49,出行方便，高区景观好，精装修，满5年,杨浦
72,5a22290eb4f701301cc8c675,控江西三村,黄兴公园,1993,sh4812002,"距离8号线延吉中路站516米,满五,有钥匙,",308,朝南,高区/6层,60881,2室0厅,50.59,厨卫全明，卧室带阳台，地铁沿线，视野开阔,杨浦
73,5a22290eb4f701301cc8c676,唐家沙小区,闸北公园,1982,sh4811841,"距离1号线延长路站873米,满五,有钥匙,",198,朝南,高区/6层,67761,1室1厅,29.22,厨卫全明，卧室带阳台，交通便利，高区景观房,闸北
74,5a22290eb4f701301cc8c677,长白三村,黄兴公园,1979,sh4811145,"距离8号线延吉中路站468米,满五,有钥匙,",310,朝南,中区/6层,70072,2室0厅,44.24,卧室带阳台，卧室全南，地铁房，光线充足,杨浦
75,5a22290eb4f701301cc8c678,锦秋花园（别墅）,上大,2004,sh4806041,"距离7号线上海大学站458米,满五,有钥匙,",760,(进门) 南北,地上3层,53325,4室2厅,142.52,南北户型，带飘窗，地铁房，装修精致,宝山
76,5a22290eb4f701301cc8c679,天山华庭,天山,2009,sh4804494,"距离2号线威宁路站223米,满五,有钥匙,诚意业主,",790,朝南,中区/18层,98663,2室2厅,80.07,厨卫全明，卧室全南，出行方便，黄金楼层,长宁
77,5a22290eb4f701301cc8c67a,加州水郡,新江湾城,2010,sh4809942,"距离10号线新江湾城站626米,满五,有钥匙,",1280,朝南北,中区/20层,79056,3室2厅,161.91,稀罕南北通，带飘窗，地铁直达，光线充足,杨浦
78,5a22290eb4f701301cc8c67b,澳门公寓,长寿路,1998,sh4809730,"距离7号线长寿路站401米,满五,有钥匙,",700,朝东南,中区/20层,64079,3室2厅,109.24,卧室带阳台，地铁房，黄金楼层，简单装修,普陀
79,5a22290eb4f701301cc8c67c,双辽支路70弄,鞍山,1991,sh4809590,"距离8号线江浦路站454米,满五,有钥匙,",250,朝北,中区/7层,63307,2室0厅,39.49,交通方便，楼层好，简单装修，满五年,杨浦
80,5a22290eb4f701301cc8c67d,利西路277号,中山公园,1981,sh4804369,"距离2号线江苏路站888米,满五,有钥匙,",375,朝南,低区/6层,75180,2室1厅,49.88,卧室带阳台，卧室全南，出行方便，上下楼方便,长宁
81,5a22290eb4f701301cc8c67e,财大小区,五角场,1995,sh4804070,"距离10号线江湾体育场站800米,满五,有钥匙,",495,朝南北,低区/6层,64892,4室2厅,76.28,南北通，厨卫全明，地铁房，低楼层,杨浦
82,5a22290eb4f701301cc8c67f,安源小区,不夜城,1997,sh4803470,"距离13号线江宁路站615米,满五,有钥匙,",690,朝南北,中区/21层,73490,3室1厅,93.89,南北通透，卧室带阳台，出行方便，光线充足,闸北
83,5a22290eb4f701301cc8c680,北茶园,五角场,1997,sh4809540,"距离10号线国权路站662米,满五,有钥匙,",310,朝南,高区/6层,72463,1室1厅,42.78,卧室带阳台，卧室全南，地铁直达，光线非常好,杨浦
84,5a22290eb4f701301cc8c681,恒达公寓,长寿路,1997,sh4809005,"距离7号线长寿路站149米,满五,有钥匙,",750,朝南,高区/24层,65974,2室2厅,113.68,厨卫全明，卧室带阳台，交通方便，高区景观好,普陀
85,5a22290eb4f701301cc8c682,竹园高层,源深,1992,sh4808777,"距离2号线世纪大道站401米,满五,有钥匙,",478,朝南,低区/26层,75921,2室1厅,62.96,卧室带阳台，交通方便，低楼层，简单装修,浦东
86,5a22290eb4f701301cc8c683,爱家豪庭,临平路,2007,sh4803415,"距离4号线海伦路站445米,满五,有钥匙,",1250,,高区/31层,95303,3室2厅,131.16,客厅朝南，卧室全南，地铁房，高区景观好,虹口
87,5a22290eb4f701301cc8c684,紫腾苑小区,桃浦,1999,sh4802713,"距离11号线桃浦新村站853米,满五,有钥匙,",230,朝南,中区/7层,42592,2室0厅,54.0,卧室带阳台，交通便利，好楼层，简单装修,普陀
88,5a22290eb4f701301cc8c685,宛南华侨新村,龙华,1981,sh4802477,"距离12号线龙华中路站556米,满五,有钥匙,",590,,高区/6层,68604,3室1厅,86.0,厨卫全明，卧室带阳台，出行方便，高区景观好,徐汇
89,5a22290eb4f701301cc8c686,仁恒广场,塘桥,1996,sh4808635,"距离4号线塘桥站482米,满五,有钥匙,",920,朝东南,高区/23层,60154,3室2厅,152.94,厨卫全明，卧室带卫，地铁房，高区阳光房,浦东
90,5a22290eb4f701301cc8c687,吉浦路615弄,高境,1996,sh4808540,"距离3号线殷高西路站740米,满五,有钥匙,",230,朝南,低区/7层,57285,1室1厅,40.15,厨卫全明，卧室带阳台，地铁房，低区出入方便,宝山
91,5a22290eb4f701301cc8c688,控江路680弄,控江路,1981,sh4807967,"距离8号线延吉中路站632米,满五,有钥匙,",235,朝南,中区/5层,63189,1室1厅,37.19,厨卫全明，卧室带阳台，地铁直达，光线充足,杨浦
92,5a22290eb4f701301cc8c689,吉浦路615弄,高境,1994,sh4802337,"距离3号线殷高西路站740米,满五,有钥匙,诚意业主,",300,朝南,高区/6层,51413,2室1厅,58.35,厨卫全明，卧室带阳台，交通方便，高区采光好,宝山
93,5a22290eb4f701301cc8c68a,康泉小区,彭浦,1995,sh4802292,"距离1号线共康路站433米,满五,有钥匙,",176,朝南,中区/6层,54556,1室0厅,32.26,卧室带阳台，卧室全南，地铁沿线，好楼层,闸北
94,5a22290eb4f701301cc8c68b,银都新村(1至7区),颛桥,1996,sh4807965,"距离5号线银都路站869米,满五,有钥匙,",203,,低区/6层,48035,1室1厅,42.26,卧室带阳台，卧室全南，地铁直达，低区出入方便,闵行
95,5a22290eb4f701301cc8c68c,曹杨九村,曹杨,1978,sh4807837,"距离3号线金沙江路站810米,满五,有钥匙,",280,,高区/6层,63420,2室1厅,44.15,卧室带阳台，卧室全南，地铁房，视野开阔,普陀
96,5a22290eb4f701301cc8c68d,牡丹江路182弄,淞宝,1982,sh4807163,"距离3号线淞滨路站888米,满五,有钥匙,",142,朝南,高区/5层,47667,1室0厅,29.79,卧室带阳台，卧室全南，出行方便，采光好,宝山
97,5a22290eb4f701301cc8c68e,环镇北路400弄,大场镇,1995,sh4806773,"距离7号线场中路站804米,满五,有钥匙,",200,朝南北,中区/6层,46371,1室1厅,43.13,稀罕南北通，卧室带阳台，地铁直达，黄金楼层,宝山
98,5a22290eb4f701301cc8c68f,浦江大厦,新华路,1998,sh4802216,"距离4号线虹桥路站429米,满五,有钥匙,",710,朝南,低区/34层,60590,2室2厅,117.18,厨卫全明，卧室全南，交通便利，低楼层,长宁
99,5a22290eb4f701301cc8c690,银都新村(8至10区),颛桥,1995,sh4801870,"距离5号线银都路站705米,满五,有钥匙,",270,朝南北,中区/6层,47661,2室1厅,56.65,稀缺南北通，卧室带阳台，交通方便，楼层好,闵行
100,5a22290eb4f701301cc8c691,东淮海公寓,豫园,,sh4801722,"距离10号线豫园站235米,满五,有钥匙,",1400,朝南,低区/28层,98695,3室2厅,141.85,卧室带卫，客厅朝南，地铁直达，低楼层,黄浦
101,5a22290eb4f701301cc8c692,东体小区,曲阳,1983,sh4806729,"距离8号线曲阳路站432米,满五,有钥匙,",320,朝南北,高区/6层,76812,2室1厅,41.66,稀罕南北通，地铁沿线，采光无遮挡，拎包入住,虹口
102,5a22290eb4f701301cc8c693,金杨新村十街坊,金杨,1995,sh4806628,"距离6号线金桥路站685米,满五,有钥匙,",302,朝南,高区/6层,60776,2室1厅,49.69,卧室带阳台，卧室全南，地铁沿线，光线非常好,浦东
103,5a22290eb4f701301cc8c694,青春驿站,九亭,2007,sh4801258,"距离9号线九亭站389米,满五,有钥匙,",208,,低区/13层,51702,1室1厅,40.23,交通便利，上下楼方便，精装修，满五年,松江
104,5a22290eb4f701301cc8c695,祥东小区(虹口),曲阳,1982,sh4801230,"距离8号线曲阳路站526米,满五,有钥匙,",325,朝南北,中区/6层,74183,1室1厅,43.81,房型正气，卧室带阳台，地铁沿线，好楼层,虹口
105,5a22290eb4f701301cc8c696,香溢花城（住宅）,光新,,sh4801206,"距离3号线中潭路站742米,满五,有钥匙,",860,朝南,低区/25层,81354,2室2厅,105.71,带飘窗，卧室全南，地铁房，低楼层,普陀
106,5a22290eb4f701301cc8c697,潍坊九村,潍坊,1986,sh4806548,"距离6号线浦电路站540米,满五,有钥匙,",416,朝南,中区/6层,112402,1室1厅,37.01,厨卫全明，卧室带阳台，交通方便，楼层好,浦东
107,5a22290eb4f701301cc8c698,中远两湾城,中远两湾城,2005,sh4801092,"距离3号线中潭路站425米,满五,有钥匙,",750,朝南北,高区/34层,67186,2室2厅,111.63,房型正气，卧室带阳台，出行方便，高区阳光房,普陀
108,5a22290eb4f701301cc8c699,新黄小区,甘泉宜川,1992,sh4800581,"距离7号线新村路站577米,满五,有钥匙,",280,朝南,低区/6层,57803,2室0厅,48.44,地铁直达，上下楼方便，简单装修，满五年,普陀
109,5a22290eb4f701301cc8c69a,环球翡翠湾花园(公寓),三林,2006,sh4800244,"距离11号线浦三路站698米,满五,有钥匙,",1020,朝南北,高区/16层,74452,3室2厅,137.0,南北通，厨卫全明，地铁沿线，高区景观好,浦东
110,5a222920b4f701301cc8c69b,芳华路713弄,北蔡,1996,sh4800106,"距离7号线龙阳路站955米,满五,有钥匙,",370,朝南,高区/6层,56870,2室1厅,65.06,厨卫全明，客厅带阳台，地铁房，高区景观好,浦东
111,5a222920b4f701301cc8c69c,红庄小区,新华路,1990,sh4800039,"距离11号线交通大学站72米,满五,有钥匙,",560,朝南,低区/18层,89671,2室1厅,62.45,厨卫全明，卧室带阳台，交通便利，低区出入方便,长宁
112,5a222920b4f701301cc8c69d,白雪公主,七宝,2004,sh4799792,"距离12号线七莘路站986米,满五,有钥匙,",680,朝南,高区/11层,59130,3室2厅,115.0,地铁直达，高区采光好，简单装修，满5年,闵行
113,5a222920b4f701301cc8c69e,梅苑,华东理工,1994,sh4799728,"距离1号线锦江乐园站374米,满五,有钥匙,",245,朝南,低区/6层,55392,1室1厅,44.23,厨卫全明，卧室带阳台，出行方便，上下楼方便,徐汇
114,5a222920b4f701301cc8c69f,南文大厦,老西门,,sh4799283,"距离8号线老西门站381米,满五,有钥匙,",1220,朝南北,中区/27层,84068,5室2厅,145.12,稀缺南北通，交通方便，光线充足，豪华装修,黄浦
115,5a222920b4f701301cc8c6a0,滨江名人苑,黄浦滨江,,sh4799153,"距离9号线小南门站781米,满五,有钥匙,",1430,朝南北,中区/31层,97265,3室2厅,147.02,南北直通，带落地窗，地铁房，好楼层,黄浦
116,5a222920b4f701301cc8c6a1,毕加索小镇（一期）（公寓）,唐镇,2010,sh4799051,"距离2号线唐镇站859米,满五,有钥匙,",415,朝南,中区/8层,69132,1室2厅,60.03,带飘窗，客厅朝南，交通方便，楼层好,浦东
117,5a222920b4f701301cc8c6a2,凌云公寓,三林,1998,sh4798890,"距离6号线灵岩南路站289米,满五,有钥匙,",410,,中区/18层,53975,2室1厅,75.96,厨卫全明，卧室带阳台，地铁沿线，光线充足,浦东
